GUID,Welt (codiert),Welt (uncodiert),Europa Smaragd,Europa (codiert),Europa (uncodiert),Schweiz (codiert),Schweiz (uncodiert),Schweiz Kriterien,Bemerkungen
3940BF12-A937-48E8-B23F-B6AB14E503BC,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
3967F5C2-58E9-40B5-BBAE-87799E81CF1C,,,,,,NT,potentiell gefährdet,A2b,
39D23B2D-6712-4E4F-B31B-A2BD0F29905B,,,,,,LC,nicht gefährdet,,
3A5CD555-06C7-4170-BA75-ADAE2C5805F5,,,,,,VU,verletzlich,D2,
3A633EAB-643C-4C62-B295-B4BE00507B0B,,,,,,VU,verletzlich,D2,
3A665DDB-8C35-477A-B500-FD8C5C547623,,,,,,LC,nicht gefährdet,,
3A716766-473D-41A5-89D1-4259B88B2DD5,,,,,,NE,nicht evaluiert,,
3A97831C-A21B-4FBB-A6F2-0E2BDFFFA907,,,,,,VU,verletzlich,D2,
3AC5AEF7-FC13-4D00-A11F-363219B9B376,,,,R,rare,CR,vom Aussterben bedroht,B2ab(iv),
3B488F68-5137-498A-8C66-B57044557558,,,,,,LC,nicht gefährdet,,
3B656E2F-95C1-4520-AE30-412884520BC6,,,,R,rare,VU,verletzlich,D2,
3B8ABDA5-74D1-426C-8BEE-297552BF50DA,,,,,,LC,nicht gefährdet,,
3B9931FE-E95B-41DA-B82A-5E7D6C88121C,,,,,,DD,ungenügende Datengrundlage,,
3BC10054-B7EC-498A-AA26-2512FAE0B6B6,,,,,,LC,nicht gefährdet,,
3BD247BE-6C68-4A8E-A6C0-078DAA5DFCC0,,,,,,LC,nicht gefährdet,,
3C1D2263-8F70-4B65-88DB-48EDB0D6FB00,,,,,,VU,verletzlich,D2,
3C348714-505D-4F64-A73C-BCC2CE021A33,,,,,,LC,nicht gefährdet,,
3C3A6369-3179-45B7-AC70-C3F674ECAEBB,,,,,,VU,verletzlich,D2,
3C923758-30D9-4446-BE85-E7E65B82517B,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
3CD85826-8A80-4D56-BE1D-30805D485F8B,,,,,,LC,nicht gefährdet,,
3CEC871C-E14C-406E-B34A-E2B97DE03CC1,,,,,,LC,nicht gefährdet,,
3D36D23F-4A57-496E-80A5-477FA3ED77B4,,,,,,NE,nicht evaluiert,,
3D49FF69-B41C-411D-A701-6F7C0AC70B19,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
3D51D443-FB7B-49F4-A76D-E68122167BD5,,,,,,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
3D543AE5-556C-451E-A563-C71522457570,,,,,,LC,nicht gefährdet,,
3DD49CB3-BDB9-4474-B554-65754C60E4B1,,,,,,EN,stark gefährdet,D2,"letzter Fund 1911, Upgrading vorgenommen"
3DED5B11-1735-40D9-8CD5-89F7C5FFE7FC,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
3E0173B1-3EAB-4F33-989F-CEDBBFDD8B88,,,,,,VU,verletzlich,D2,
3E53CE19-46F8-4BFE-8272-E02A9F093EC8,,,,,,VU,verletzlich,D2,
3E6A0981-3C55-4CBA-A0EB-D2A5D00DBA41,,,,,,VU,verletzlich,A2b; D2,
3E8997E6-10C5-4FF9-A974-16361A35C223,,,,,,VU,verletzlich,D2,
3E91B826-3D75-4C3D-A10D-AE32851AA538,,,,,,LC,nicht gefährdet,,Unterarten möglicherweise stärker gefährdet
3E925BF0-DCC7-4CF7-8C19-F46FCB30B445,,,,,,LC,nicht gefährdet,,
3EC309F0-7498-4301-9B8F-D356185F6211,,,,,,LC,nicht gefährdet,,
3F303AF6-AC72-42DD-B22E-B31E89A0F0D2,,,,,,,,,Vorkommen in der Schweiz unsicher
3F40A809-6EEC-4222-9AA7-66D54FB8EA92,,,,,,LC,nicht gefährdet,,
3F5EBC62-2539-47A0-AF71-ED262703221F,,,,,,NT,potentiell gefährdet,D2,
3F7EE1E9-22CD-4B28-93CF-D8D937EF0325,,,,,,LC,nicht gefährdet,,
3F96E69A-9E8F-4EFE-AB76-0E7A516CEFF2,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
3FB15282-24A7-462A-A4C1-F5627B922F92,,,,,,VU,verletzlich,D2,abhängig vom Moorschutz
3FB3CF17-474D-4E56-AF10-FFB681C80EA0,,,,,,LC,nicht gefährdet,,
40354F9E-B71B-47BE-BBE8-164A06F69C4C,,,,,,VU,verletzlich,D2,
4051A30A-83DD-46A5-8A08-F8D910ED31E7,,,,,,DD,ungenügende Datengrundlage,,"wurde erst 1999 beschrieben, bisher ein Fund"
4062C59A-E7EF-4A2F-B895-785D39879CEF,,,,,,LC,nicht gefährdet,,abhängig vom Gewässerschutz
406C8183-0425-409C-A2D4-65C56D36DD61,,,,,,CR,vom Aussterben bedroht,B2ab(iv),
4088A81E-1358-49C7-B585-3F5643FEE30E,,,,,,LC,nicht gefährdet,,
40C3516D-79AD-44C6-9030-7D4643EF1E12,,,,,,LC,nicht gefährdet,,nur aus dem Wallis bekannt
40D469F8-839B-41C1-93A3-B504E96A8B0F,,,,,,LC,nicht gefährdet,,
4134B682-12D6-4D6F-B7CA-C53C7F738750,,,,,,CR,vom Aussterben bedroht,A2b; B2ab(iv),
416938C4-5487-4F16-8DA3-7BC2AB2F3CFA,,,,,,VU,verletzlich,D2,
418D85BC-B54B-46EB-80BC-3EE71AB451D8,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
41AEF263-2AA5-4A87-8156-9F00089FFEF9,,,,,,LC,nicht gefährdet,,
41B73178-F344-4F70-867E-6B14604EADD1,,,,K,insufficiently known,VU,verletzlich,D2,
4229CFE4-6CF7-4B41-864C-35573D541085,,,,,,LC,nicht gefährdet,,
42501DED-31E4-4909-8218-79CBE358AB7D,,,,,,EN,stark gefährdet,B2ab(iv),
427F79F8-EF11-40BF-9098-088AA242B09F,,,,,,LC,nicht gefährdet,,
4282C0CA-2A0A-4493-A010-93E2C21C5EE8,,,,R,rare,VU,verletzlich,D2,letzter Fund 1970
42CF3F94-36A0-49DD-ABE8-97249DD31FBD,,,,,,LC,nicht gefährdet,,
42DEDAAF-35D9-46B3-911F-2991CE80A9DE,,,,,,VU,verletzlich,D2,letzter Fund 1979
4327AC69-9C8C-41A5-B923-681AE7FECFD5,,,,,,LC,nicht gefährdet,,
4383CC17-C390-4331-B243-C275188F1BFF,,,,,,NE,nicht evaluiert,,
43F61615-14E0-49F3-B6FC-DF06CAFE926A,,,,,,NE,nicht evaluiert,,
44192748-7651-42CF-8714-3D2DDD61C923,,,,,,LC,nicht gefährdet,,
443BEC96-F531-41D5-8E9F-95385AEA8C63,,,,,,NE,nicht evaluiert,,
446E695D-B941-499C-A173-9D6C6577F29A,,,,,,CR,vom Aussterben bedroht,B2ab(iv),
44758226-4E3D-410D-8B2E-87C1F5781B4E,,,,,,CR,vom Aussterben bedroht,A2b; B1ab(iv)+2ab(iv),letzter Fund 1979
448C366F-4788-49C8-AC69-DAB375FE4756,,,,,,LC,nicht gefährdet,,
4490D5CA-0967-4D37-B013-85A71F0B91F7,,,,,,LC,nicht gefährdet,,
44957A7A-64A5-42ED-BF07-6B4B0EC1BDB0,,,,,,NE,nicht evaluiert,,
44ADFC99-96CF-4362-8621-7A070FB32167,,,,R,rare,CR,vom Aussterben bedroht,B1ab(iv)+2ab(iv),"möglicherweise ausgestorben, letzter Fund 1913"
44D4C55D-452C-46E2-8CC4-F816E4B0430E,,,,,,LC,nicht gefährdet,,
4528240A-2996-464B-8156-A6308621EAE3,,,,,,LC,nicht gefährdet,,
455BD7B6-85E8-4F16-B1D5-C14A5B2C7DFA,,,,,,VU,verletzlich,D2,
45D65A2F-E374-446F-8EC2-6DAFCB44F7C7,,,,,,LC,nicht gefährdet,,
45FDE52B-940F-434D-9B0B-61A3CBF49A27,,,,,,NE,nicht evaluiert,,
4676568A-F71B-4197-9D2A-71D3776A690D,,,,,,VU,verletzlich,D2,
467E9218-E7FE-4369-A5A0-4875923D77DB,,,,,,LC,nicht gefährdet,,
46C8A975-9795-417C-B78A-7D5B1E4C4EA0,,,,,,NE,nicht evaluiert,,
46DA60EB-994D-4F4E-AAAA-F18CD9172EE3,,,,,,NE,nicht evaluiert,,
472CB4D8-9361-4A74-A849-39AA578FBB64,,,,,,NE,nicht evaluiert,,
473F0A6A-F89E-491A-827A-27D1594C5AD8,,,,,,NE,nicht evaluiert,,
47DFD59D-101D-4BA3-A696-14F29D8F8F4F,,,,,,VU,verletzlich,D2,
47E1381E-50BC-484B-A328-3EBE913676AE,,,,,,NT,potentiell gefährdet,D2,
47E4B0AD-B871-49AE-B766-60AFF5A44FB1,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
4812963C-5053-44A4-B190-C3ACDDB75B24,,,,,,NT,potentiell gefährdet,D2,
48224992-0815-461B-85F4-3A227A8C3E13,,,,,,NT,potentiell gefährdet,D2,abhängig vom Moorschutz
48BB8304-AA07-44A6-B4CE-CA11F64BAA8F,,,,,,LC,nicht gefährdet,,
48C1BC39-2196-4568-8567-2F3BEA934E28,,,,,,LC,nicht gefährdet,,
48D58703-49E3-4897-A367-1B1168C0416D,,,,,,DD,ungenügende Datengrundlage,,
48E6A7BC-996E-49E1-90EF-25AE5D9B3919,,,,,,LC,nicht gefährdet,,
490B69D0-E738-48E6-A992-CA6E53D32E4E,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
49430FFF-7C8F-457F-B520-BEB76834491D,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
4949579B-2BD5-4594-96FC-BE86A6A95DF5,,,,R,rare,LC,nicht gefährdet,,
496DFEC0-142F-41D5-8B29-28FA1F2F006F,,,,,,NE,nicht evaluiert,,
497C5E72-9C09-4213-AD8B-2FC2D0463950,,,,,,LC,nicht gefährdet,,nur von der Alpensüdseite bekannt
49D04212-D1C9-45EC-BECE-51834D64095A,,,,,,LC,nicht gefährdet,,
4A2F664D-BCF8-4D61-A340-F7C24EAA4927,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
4A6A3517-06BB-4EEE-8ECD-1C56F84F2EAB,,,,,,LC,nicht gefährdet,,
4A9A754C-8B8E-4132-B8C5-4F43B8FD4669,,,,,,LC,nicht gefährdet,,
4A9F1A3C-8F6D-4684-8098-1C4C5B4F7684,,,,,,VU,verletzlich,D2,
4ABA0AAE-0765-470E-92BA-C57C2DB2D601,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
4ADF1744-58F4-4293-B4E6-BD86229EB3CD,,,,,,LC,nicht gefährdet,,
4B1A4E72-CC55-4211-A163-72EC1E343208,,,,,,NE,nicht evaluiert,,
4B3E1D52-0577-47E2-8B21-5352B03D4ECE,,,,R,rare,VU,verletzlich,D2,
4B7D29FF-7784-4F44-8B06-24CB435DDDD3,,,,,,LC,nicht gefährdet,,
4B7D901F-4DBA-434F-980E-77DA4DED276A,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
4B859379-7C93-40AD-ABA0-0DE0AB5CC5C3,,,,,,NE,nicht evaluiert,,
4B9EAB62-1FE0-48DC-B0BD-2B4129E62743,,,,,,LC,nicht gefährdet,,
4BA2990E-DD10-4F3B-83F2-64F61D42E8A8,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
4CD6E812-ACF5-4B90-8DF7-D0839FB223B8,,,,,,LC,nicht gefährdet,,
4D2EBF9A-858C-46FD-8045-329E2AE56AA0,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
4D87282E-4ACC-44F2-9A86-B553CDB5CA9C,,,,,,NT,potentiell gefährdet,D2,
4D921F3E-1F70-4822-9B58-C5947FCB6737,,,,,,LC,nicht gefährdet,,Unterarten möglicherweise stärker gefährdet
4DB4F28F-B711-4421-A17D-071C33E98D56,,,,,,VU,verletzlich,D2,
4E327CBA-0974-4674-8270-2645C8D6D466,,,,,,VU,verletzlich,D2,
4E61124A-F584-41C8-A2A9-4D2991D624A5,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
4EDC2881-B24A-484E-ADD9-458854F8C9BE,,,,,,CR,vom Aussterben bedroht,A2b; B1ab(iv)+2ab(iv),
4F512AE0-2A1F-42F2-B7D2-8F2B536CD9A7,,,,,,EN,stark gefährdet,A2b; B1ab(iv)+2ab(iv),
4F7C0BAD-0A85-4D6A-B039-07113EAE44E6,,,,,,NE,nicht evaluiert,,
4F7C1E1A-102E-4533-89A3-D3B26F33958F,,,,,,VU,verletzlich,A2b; D2,
4FB34E76-8E3E-47E2-827E-FFCB5DA931C7,,,,,,NE,nicht evaluiert,,
4FB8A4FE-43C2-4BCF-A947-859FB1A3E188,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
500035D1-2E86-49EF-A91D-158CC0476765,,,,,,LC,nicht gefährdet,,
50062554-0AFA-429D-BD4E-A083444FCAE9,,,,,,NE,nicht evaluiert,,
503A9A91-1C3D-45CC-B1BD-2400C78A390F,,,,,,LC,nicht gefährdet,,
50A28C5F-F272-40C9-B904-CA4F17040B9D,,,,,,LC,nicht gefährdet,,im Mittelland gefährdet
50FAA2F0-BA76-44CE-B6AA-F20815DBC5E3,,,,,,LC,nicht gefährdet,,
515D7C07-06C5-448A-A850-6788BC088DC9,,,,,,LC,nicht gefährdet,,
51D3DA2C-1BF2-4B08-90F8-82CC9EC3D057,,,,,,LC,nicht gefährdet,,
5208EACB-A975-40AF-9B30-416C50112B07,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
52841D6F-0AD7-46A4-94AE-CA8DC562683C,,,,,,LC,nicht gefährdet,,Unterarten möglicherweise stärker gefährdet
52A4EA3B-0194-457E-8513-1FEDC643598F,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
52BCD40A-6A7F-4B22-9ABF-5EFC724201FE,,,,,,NE,nicht evaluiert,,
52E6D764-4159-4C4A-8E5D-2472190D13DA,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
53616916-1286-40E3-AF6D-778A68D115E4,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
5378BC34-A896-45CC-A94F-AAFBC1A800F7,,,,K,insufficiently known,VU,verletzlich,D2,
53A1C047-C874-4108-9A3A-BBB9734F5066,,,,,,RE,in der Schweiz ausgestorben,,"letzter Fund 1907, Nachsuche aller Populationen erfolglos"
53B051AC-B096-4D4C-A948-E52BC2A60FEC,,,,,,NE,nicht evaluiert,,
547A8009-94DA-456E-A433-7C4FB9751D56,,,,,,LC,nicht gefährdet,,
54895A56-AC23-4A19-9F3F-62E14B496EE3,,,,,,RE,in der Schweiz ausgestorben,,"letzter Fund 1907, Nachsuche einzelner Populationen erfolglos"
555C518F-A6DF-4BEA-9037-218CE7E67986,,,,K,insufficiently known,CR,vom Aussterben bedroht,B2ab(iv),"möglicherweise ausgestorben, letzter Fund 1909"
558EC760-F716-4D6C-A68B-45786F23B70E,,,,,,NE,nicht evaluiert,,
55AD3E18-F6E0-48E1-9138-ED349C938B41,,,,,,VU,verletzlich,D2,
55D98CDB-D3C6-4425-ADC1-568EE7BE318A,,,,,,LC,nicht gefährdet,,
567169C4-D1FD-45AB-96AC-60870BF236F7,,,,,,LC,nicht gefährdet,,
5673D702-8FBF-4F0A-9BDB-05A71ECB2FDA,,,,,,LC,nicht gefährdet,,
567E411E-1F80-43B6-82B9-660F62D541F8,,,,,,LC,nicht gefährdet,,
56A56979-D14F-4451-A5B1-A937471A4D41,,,,,,LC,nicht gefährdet,,"möglicherweise eingeschleppt, vermutlich in Ausbreitung"
5710D731-2C55-4935-BFD0-AD5510EE5B3B,,,,,,NT,potentiell gefährdet,A2b,abhängig vom Moorschutz
575B7680-93E7-484D-90E0-FBFF19CB3B09,,,,,,LC,nicht gefährdet,,
57C2627A-90F0-4C01-9D9C-E25799A13E83,,,,,,LC,nicht gefährdet,,erst 1976 beschrieben
57E50300-8A14-4109-92F9-8BD456A0BB7D,,,,,,LC,nicht gefährdet,,
588A41C2-C106-4523-9C21-F47BD698BF78,,,,,,NT,potentiell gefährdet,D2,
589B639E-1ABB-4A08-8148-5A57D17A657C,,,,,,CR,vom Aussterben bedroht,B1ab(iv)+2ab(iv),"möglicherweise ausgestorben, letzter Fund 1934"
58B59972-B84A-4040-895C-8AA5B413B9D1,,,,,,LC,nicht gefährdet,,
58D937E8-6726-408C-ADDB-167BC661E64F,,,,,,LC,nicht gefährdet,,
5937351F-6008-43E7-A830-20927B3B80BA,,,,V,vulnerable,VU,verletzlich,D2,letzter Fund 1981
5977A3D5-E6AB-4AF0-90D0-AE73082B60EB,,,,,,DD,ungenügende Datengrundlage,,
5981522E-F8A4-4A72-8ADF-FA91F36B1768,,,,,,LC,nicht gefährdet,,
5A065426-08DE-461E-8DD4-27129A440D89,,,,,,LC,nicht gefährdet,,
5A17C8DC-A83F-4B0F-8042-896BFA3A399B,,,,V,vulnerable,RE,in der Schweiz ausgestorben,,"letzter Fund 1858, Nachsuche aller Populationen erfolglos"
5A4D9B66-BBA1-46F8-93D9-760EAE0B1A3E,,,,V,vulnerable,CR,vom Aussterben bedroht,B2ab(iv),kommt nur in der Südschweiz vor
5A545A0B-6960-4D8E-A981-0EA3E86270B2,,,,,,VU,verletzlich,D2,
5A617A7A-ADE7-49A9-B7AC-FD6D07FEADFA,,,,,,LC,nicht gefährdet,,
5AA10B76-71B3-4A8F-9A4F-C869D58DC111,,,,,,VU,verletzlich,D2,letzter Fund 1966
5B6CB663-DA86-4C54-A2A2-ACD6B0F76361,,,,,,LC,nicht gefährdet,,
5B9A5E79-2780-4357-B551-7E92A350C9C3,,,,V,vulnerable,CR,vom Aussterben bedroht,B1ab(iv)+2ab(iv),
5BB0B76B-6154-4345-B609-A01881C11A4C,,,,,,VU,verletzlich,D2,"möglicherweise ausgestorben, einziger Fund 1928"
5BD2D53D-41C2-4991-834F-B41ED456FD9B,,,,,,LC,nicht gefährdet,,
5BEAE272-9136-4E3F-A14A-EDE6F54F0907,,,,,,EN,stark gefährdet,A2b; B1ab(iv)+2ab(iv),
5BF16B4D-CD52-4BCE-B0F8-33EE37584509,,,,,,LC,nicht gefährdet,,
5BF24086-AD74-47B3-B1D7-6019B817BE3F,,,,,,NE,nicht evaluiert,,
5BFC5968-A760-48C5-B216-F30934896B86,,,,,,VU,verletzlich,A2b,"abhängig vom Moorschutz, im Mittelland stark gefährdet"
5C4C0156-3BB6-4F03-85DF-395E48C85C64,,,,,,LC,nicht gefährdet,,
5C6C92C3-D555-49C5-AD44-A387B586A855,,,,,,NE,nicht evaluiert,,
5C7DAC7F-CC6F-42A7-A045-E00941E03AAD,,,,,,LC,nicht gefährdet,,
5CA26C02-06F2-4EE1-8007-86279DEAF845,,,,,,LC,nicht gefährdet,,
5CA9FF59-95EE-4493-9652-284903769202,,,,,,NE,nicht evaluiert,,
5D421CE4-5E4A-4F26-A2CA-3D4EB0713BB6,,,,,,VU,verletzlich,A2b,
5D46839C-A753-47BA-817A-832BB091E0F2,,,,,,LC,nicht gefährdet,,
5D5C22D7-998D-4B0A-9F14-F2F06BB0A833,,,,,,NE,nicht evaluiert,,
5D8C7C42-D519-434D-9443-84581DF00EF3,,,,,,LC,nicht gefährdet,,
5E57E5D5-D966-42B5-B119-7F9417CE5A4B,,,,,,LC,nicht gefährdet,,Unterarten möglicherweise gefährdet
5E6340E9-4342-4E93-8F10-B614FA0F0501,,,,,,CR,vom Aussterben bedroht,B2ab(iv),"möglicherweise ausgestorben, letzter Fund 1946, Nachsuche einzelner Populationen erfolglos"
5EE924FD-9F3A-4031-84BF-D232BAFC7A2D,,,,,,,,,Taxonomie unklar
5F03794C-DC83-4335-9830-87AB50F16380,,,,,,LC,nicht gefährdet,,
5F15D439-AAF9-4A8B-8716-29763F3770ED,,,,,,DD,ungenügende Datengrundlage,,Taxonomie unklar
5FE32250-F61A-4D47-A99B-B0DE1655FD6D,,,,R,rare,EN,stark gefährdet,D2,
5FF421EB-B782-475D-9ED3-B940FBDB94AF,,,,,,LC,nicht gefährdet,,
60050D17-1693-4504-91DD-8987D2553AA2,,,,,,VU,verletzlich,D2,
603EE936-730E-4DE1-A576-57948294E866,,,,,,LC,nicht gefährdet,,
607B230E-B5D5-4F00-8846-92B0C9319660,,,,R,rare,VU,verletzlich,D2,Erstfund 1999
60FF7554-8517-4A04-AE1C-1C282F851DD8,,,,,,EN,stark gefährdet,A2b; B1ab(iv)+2ab(iv),
610ECB41-2FFA-4720-90A0-C51A2CE3A618,,,,,,LC,nicht gefährdet,,
6111A533-CAE9-4E70-9F28-BFFE3283DDB0,,,,,,LC,nicht gefährdet,,
611A1E63-8BD4-47A8-B936-44D7D14D7AB4,,,,,,LC,nicht gefährdet,,
61663B75-4E4D-4911-A221-063F3DF55A58,,,,,,LC,nicht gefährdet,,
61773C5E-A9A1-41FD-9121-097D62A52048,,,,,,LC,nicht gefährdet,,
617F2BBB-B829-4381-9BB8-8C073C0F6F32,,,,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
619FA280-4C55-42C5-8C0D-358FAB2F82FC,,,,,,LC,nicht gefährdet,,
61A24B9A-5BD1-4047-A227-9CA4FCB7BBC1,,,,K,insufficiently known,VU,verletzlich,D2,
61F9FA19-1BC2-4D92-9C82-9C37D9DC609F,,,,,,LC,nicht gefährdet,,
61FC5F9A-6668-48AA-A486-9F77ED0B524E,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
620DD044-C79A-4012-B5E7-3E18DB9F44FB,,,,,,CR,vom Aussterben bedroht,"B2ab(i,ii,iv)","im Jura möglicherweise ausgestorben, letzter Fund dort 1939"
621F59B8-D6AD-4087-8EF0-F5772413FE39,,,,,,VU,verletzlich,D2,
62673B61-300C-425C-AA8D-D9765A132D9E,,,,,,LC,nicht gefährdet,,
627E3F7D-FFFE-472F-8BB5-D0C6912AE3F1,,,,,,NE,nicht evaluiert,,
628A89A6-B938-4B8A-A4B8-C5FEE4DB2DE1,,,,,,LC,nicht gefährdet,,
62CA2826-48C6-4F16-ADDC-A9D3C9F24E31,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
62FE0E5E-16E0-4A3B-9C15-9D578E5D3314,,,,,,LC,nicht gefährdet,,
636A57B0-964D-448B-BE75-771B0C98BE65,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
63A70134-2817-4548-85DE-63BD07A293A4,,,,R,rare,CR,vom Aussterben bedroht,A2b; B2ab(iv),
63D528FA-FA8C-49B6-8FC7-CBA0399A1AF5,,,,,,LC,nicht gefährdet,,
6418411C-0512-4DB4-B80D-70FE64700450,,,,,,LC,nicht gefährdet,,
647390FA-DABC-4595-B54B-B4FBCC242D63,,,,,,LC,nicht gefährdet,,
64961093-3D27-42B5-A8DA-F8A4C1D8895A,,,,,,LC,nicht gefährdet,,
649A198D-1F24-4D6F-9C79-4B7EA9D4CBB3,,,,,,EN,stark gefährdet,D2,"einziger Fund 1986, Upgrading vorgenommen"
6550E5DD-E4A0-413E-BEAE-0C024D6D67D5,,,true,E,endangered,VU,verletzlich,D2,
656C1084-7C51-4351-8616-335066485334,,,,,,VU,verletzlich,D2,
6615F836-FB7B-400A-BF62-92C1FDF5CA5F,,,,,,LC,nicht gefährdet,,
663C0FB8-29EC-457F-9910-6D8C8339607F,,,,,,LC,nicht gefährdet,,
6646A537-35D9-4AEC-9BA9-700BFB86E319,,,,,,LC,nicht gefährdet,,
667BC9B4-6C2E-4143-909E-58E84E639CD3,,,,,,NT,potentiell gefährdet,D2,
66A4BE3F-5270-43F6-A599-E3CEF295E5C5,,,,,,NE,nicht evaluiert,,
67822B88-1076-45FA-B29A-30369538F36C,,,,,,DD,ungenügende Datengrundlage,,
679232C9-99B7-436E-87DD-25AD7E8ECDF3,,,,,,VU,verletzlich,D2,
680157DE-F769-4D04-92A7-3ACE60856911,,,,,,CR,vom Aussterben bedroht,"B2ab(ii,iv)",abhängig vom Schutz der Trockenstandorte
68434093-0110-4B6B-B3C7-299FD61888E9,,,,,,VU,verletzlich,A2b; D2,abhängig vom Moorschutz
68569236-E78F-40BE-A371-488C8086CB84,,,,,,VU,verletzlich,D2,
687CCA22-7F25-401B-AD50-1090872FCE19,,,,,,VU,verletzlich,D2,abhängig vom Moorschutz
68CC3545-CC0D-4528-951B-71D152018AA6,,,,,,VU,verletzlich,D2,
69E0F9E9-800B-4190-9147-246519F84A3B,,,,,,VU,verletzlich,D2,
6A2F4093-518C-4688-9F90-D82236F23045,,,,,,VU,verletzlich,D2,
6A3C4CB9-C002-4F1D-A787-7CAEA3AFC836,,,,,,VU,verletzlich,D2,
6ADB3131-27A1-4CE4-A8C3-3E07388D0689,,,,,,LC,nicht gefährdet,,
6B351C6D-1E3D-463A-A92A-BFE25BB3F51C,,,,,,NE,nicht evaluiert,,
6B3C2F56-04BF-4F28-8D37-BFF51B6A9C95,,,,,,LC,nicht gefährdet,,
6B5200BD-8CA2-4F8C-A923-C2095E8948AF,,,,,,NE,nicht evaluiert,,
6B641D69-0730-4571-BC41-55D103BEE7DD,,,,R,rare,DD,ungenügende Datengrundlage,,"Vorkommen in der Schweiz unsicher, einziger Fund nicht sicher bestimmbar"
6B6C7632-5AC9-4244-90C3-18867518D1BD,,,,,,DD,ungenügende Datengrundlage,,"wird erst seit kurzem unterschieden, erst einmal nachgewiesen (2003)"
6B7B1CC6-7505-4D79-8E24-F43E464EDB48,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),"im Mittelland vermutlich ausgestorben, letzter Fund dort 1916"
6BA108E9-60D1-4CAB-BE9E-9BF5A5F6A2EB,,,,,,VU,verletzlich,D2,
6BA1C0DA-EC34-4ABD-BC0A-4E12C00E861A,,,,,,LC,nicht gefährdet,,
6BA98574-1FF5-439B-9462-5E5922371B9E,,,,,,VU,verletzlich,A2b; D2,
6C4F8D74-C4ED-498C-9648-F9D450D1F50F,,,,,,LC,nicht gefährdet,,
6CAE3AFE-83C9-4C58-9AB5-F306B5E45CFD,,,,,,LC,nicht gefährdet,,
6CBA7140-603B-4C08-B446-241A80268DA4,,,,,,LC,nicht gefährdet,,
6CFEB900-DD2D-4179-B81C-A54342D82B8C,,,,,,VU,verletzlich,D2,einziger Fund 1992
6D167AA7-19D6-4F5F-9FC6-A07E8BE04712,,,,,,NE,nicht evaluiert,,
6D3741C2-8D31-4400-BA99-454C59384825,,,,,,VU,verletzlich,D2,"erst 1963 beschrieben, frühere Verbreitung unbekannt"
6D98C8FD-BA40-49EE-9C53-79BDB1536A45,,,,,,DD,ungenügende Datengrundlage,,"wird erst seit kurzem unterschieden, scheint jedoch nicht selten"
6DA745B5-0036-493E-82D6-D4FC9D10189D,,,,,,CR,vom Aussterben bedroht,B2ab(iv),abhängig vom Schutz der Trockenstandorte
6DA8283A-80D2-440D-9952-DB3ADF581E03,,,true,,,NT,potentiell gefährdet,,abhängig vom Moorschutz
6DC780DA-29B3-4049-B279-A44B1D6856D1,,,,,,LC,nicht gefährdet,,
6DF1B438-5D0B-4DB3-9A7B-A422CE37ECE6,,,,,,EN,stark gefährdet,B1ab(iv)+2ab(iv),
6E034B2B-4E9A-4161-B9FA-B37433BD0D76,,,,,,LC,nicht gefährdet,,Unterarten möglicherweise gefährdet
6E5111FC-4FD5-436B-9116-AC41096CB872,,,,,,LC,nicht gefährdet,,
6E5D642C-D4EB-4259-AFD9-8B0B24E43AF2,,,,,,VU,verletzlich,D2,Rückgang unklar
6EB68AFC-C516-409A-91CA-623D46C5D29A,,,,,,LC,nicht gefährdet,,
6EC33AEC-C592-44B7-A8D2-2A695E54CF5F,,,,,,VU,verletzlich,D2,
